id,vague_r,hedge_r,neg_r,passive_r,fog_idx,avg_len,len_var,num_den,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sent_pos,sent_neg,sent_neu,time_r,excl_r,quest_r,drift_sc,label_int
FS-3012,0.0,0.0,0.0,0.0,70.23636364,16.5,16.25,0.06060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-2227,0.0,0.0,0.0,0.0,78.58924731,20.66666667,38.22222222,0.12903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03225806,0.0,0.0,0.0,0
FS-0337,0.0,0.0,0.0,0.0,67.97647059,17.0,6.5,0.07352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-0795,0.0,0.0,0.0,0.0,67.31428571,14.0,9.2,0.07142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02857143,0.0,0.0,0.0,0
FS-1276,0.0,0.0,0.0,0.0,77.65098039,25.5,2.25,0.11764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01960784,0.0,0.0,0.0,0
FS-0693,0.0,0.0,0.0,0.0,92.46666667,18.66666667,10.88888889,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01785714,0.0,0.0,0.0,0
FS-2474,0.0,0.0,0.0,0.0,74.525,16.0,12.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03125,0.0,0.0,0.0,2
FS-1334,0.0,0.0,0.0,0.0,68.52222222,15.75,8.1875,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01587302,0.0,0.0,0.0,0
FS-2007,0.0,0.0,0.0,0.0,78.0,20.0,4.66666667,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03333333,0.0,0.0,0.0,2
FS-3141,0.0,0.0,0.0,0.0,87.14228856,22.33333333,2.88888889,0.07462687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01492537,0.0,0.0,0.0,0
FS-3195,0.0,0.0,0.0,0.0,83.33333333,15.0,7.5,0.03333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01666667,0.0,0.0,0.0,0
FS-1257,0.0,0.0,0.0,0.0,75.10408163,12.25,20.6875,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02040816,0.0,0.0,0.0,2
FS-2706,0.0,0.0,0.0,0.0,77.9,18.75,17.6875,0.10666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01333333,0.98666667,0.01333333,0.0,0.0,0.0,2
FS-1571,0.0,0.0,0.0,0.0,69.80190476,12.6,3.44,0.12698413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01587302,0.0,0.0,0.0,0
FS-3186,0.0,0.0,0.0,0.0,71.57142857,17.5,16.25,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01428571,0.0,0.0,0.0,0
FS-1714,0.0,0.0,0.0,0.0,71.54871795,17.33333333,30.88888889,0.13461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01923077,0.0,0.0,0.0,0
FS-2017,0.0,0.0,0.0,0.0,65.33333333,23.33333333,21.55555556,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01428571,0.0,0.0,0.0,0
FS-0739,0.0,0.0,0.0,0.0,74.30734463,19.66666667,29.55555556,0.05084746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915,0.98305085,0.0,0.0,0.0,0.0,0
FS-0363,0.0,0.0,0.0,0.0,76.14482759,14.5,12.25,0.13793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03448276,0.0,0.0,0.0,0
FS-1669,0.0,0.0,0.0,0.0,77.7754386,19.0,2.0,0.15789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01754386,0.0,0.0,0.0,0
FS-0275,0.0,0.0,0.0,0.0,72.46666667,18.66666667,8.22222222,0.10714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03571429,0.0,0.0,0.0,0
FS-0146,0.0,0.0,0.0,0.0,70.26140351,14.25,8.6875,0.10526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01754386,0.0,0.0,0.0,2
FS-0212,0.0,0.0,0.0,0.0,70.4284153,20.33333333,21.55555556,0.13114754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01639344,0.0,0.0,0.0,0
FS-2856,0.0,0.0,0.0,0.0,81.13636364,13.75,2.6875,0.05454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-0317,0.0,0.0,0.0,0.0,69.55698925,20.66666667,70.22222222,0.12903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01612903,0.0,0.0,0.0,0
FS-1540,0.0,0.0,0.0,0.0,65.62352941,17.0,15.5,0.11764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01470588,0.98529412,0.02941176,0.0,0.0,0.0,0
FS-0714,0.0,0.0,0.0,0.0,76.73846154,13.0,3.5,0.21153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03846154,0.0,0.0,0.0,2
FS-1042,0.0,0.0,0.0,0.0,76.4,16.0,24.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02083333,0.0,0.0,0.0,2
FS-1291,0.0,0.0,0.0,0.0,72.59607843,22.66666667,42.88888889,0.13235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02941176,0.0,0.0,0.0,0
FS-2041,0.0,0.0,0.0,0.0,76.65833333,21.33333333,54.88888889,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015625,0.0,0.0,0.0,0
FS-3150,0.0,0.0,0.0,0.0,81.4,16.0,62.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.046875,0.0,0.0,0.0,0
FS-0351,0.0,0.0,0.0,0.0,82.53836478,17.66666667,29.55555556,0.05660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01886792,0.0,0.0,0.0,0
FS-0190,0.0,0.0,0.0,0.0,74.29672131,15.25,23.1875,0.16393443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03278689,0.0,0.0,0.0,0
FS-0258,0.0,0.0,0.0,0.0,67.62150538,20.66666667,30.88888889,0.12903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03225806,0.0,0.0,0.0,0
FS-2132,0.0,0.0,0.0,0.0,69.11693989,20.33333333,10.88888889,0.1147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01639344,0.0,0.0,0.0,0
FS-1112,0.0,0.0,0.0,0.0,68.91014493,23.0,24.0,0.10144928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01449275,0.0,0.0,0.0,0
FS-1815,0.0,0.0,0.0,0.0,75.03529412,17.0,7.5,0.11764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02941176,0.0,0.0,0.0,0
FS-3039,0.0,0.0,0.0,0.0,80.97241379,14.5,22.25,0.10344828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01724138,0.0,0.0,0.0,2
FS-2401,0.0,0.0,0.0,0.0,75.6,25.0,62.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0
FS-2186,0.0,0.0,0.0,0.0,78.8254902,12.75,4.6875,0.19607843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03921569,0.0,0.0,0.0,2
FS-0211,0.0,0.0,0.0,0.0,72.86315789,19.0,56.0,0.10526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01754386,0.0,0.0,0.0,0
FS-1582,0.0,0.0,0.0,0.0,81.49090909,11.0,6.0,0.16363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03636364,0.0,0.0,0.0,2
FS-0368,0.0,0.0,0.0,0.0,67.49032258,15.5,7.25,0.08064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01612903,0.0,0.0,0.0,0
FS-3088,0.0,0.0,0.0,0.0,72.96153846,16.25,9.6875,0.09230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07692308,0.0,0.0,0.0,0
FS-0548,0.0,0.0,0.0,0.0,74.16268657,16.75,3.1875,0.10447761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01492537,0.0,0.0,0.0,0
FS-1863,0.0,0.0,0.0,0.0,84.525,16.0,8.5,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015625,0.0,0.0,0.0,0
FS-1251,0.0,0.0,0.0,0.0,80.81904762,16.33333333,29.55555556,0.12244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02040816,0.0,0.0,0.0,0
FS-0522,0.0,0.0,0.0,0.0,65.13636364,13.75,12.1875,0.12727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03636364,0.0,0.0,0.0,0
FS-1595,0.0,0.0,0.0,0.0,74.39086758,24.33333333,56.88888889,0.10958904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01369863,0.0,0.0,0.0,0
FS-2320,0.0,0.0,0.0,0.0,73.42795699,20.66666667,11.55555556,0.08064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01612903,0.0,0.0,0.0,0
FS-2379,0.0,0.0,0.0,0.0,71.33333333,18.33333333,24.22222222,0.14545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03636364,0.0,0.0,0.0,0
FS-0231,0.0,0.0,0.0,0.0,62.36825397,21.0,92.66666667,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01587302,0.0,0.0,0.0,0
FS-2754,0.0,0.0,0.0,0.0,77.12972973,18.5,8.75,0.12162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02702703,0.0,0.0,0.0,0
FS-1529,0.0,0.0,0.0,0.0,78.68245614,14.25,18.6875,0.12280702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03508772,0.0,0.0,0.0,2
FS-1772,0.0,0.0,0.0,0.0,73.50070922,15.66666667,76.22222222,0.14893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0212766,0.0,0.0,0.0,0
FS-2697,0.0,0.0,0.0,0.0,77.26333333,19.2,64.96,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02083333,0.97916667,0.02083333,0.0,0.0,0.0,0
FS-1280,0.0,0.0,0.0,0.0,73.47692308,26.0,4.0,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01923077,0.0,0.0,0.0,0
FS-1837,0.0,0.0,0.0,0.0,79.38831169,19.25,26.1875,0.11688312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01298701,0.0,0.0,0.0,0
FS-0849,0.0,0.0,0.0,0.0,83.38947368,19.0,18.66666667,0.14035088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03508772,0.0,0.0,0.0,0
FS-0858,0.0,0.0,0.0,0.0,72.00187793,23.66666667,1.55555556,0.09859155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01408451,0.0,0.0,0.0,0
FS-3197,0.0,0.0,0.0,0.0,79.32727273,16.5,40.75,0.09090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01515152,0.0,0.0,0.0,0
FS-2354,0.0,0.0,0.0,0.0,78.60606061,18.33333333,6.88888889,0.07272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-1474,0.0,0.0,0.0,0.0,76.71428571,17.5,30.25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02857143,0.0,0.0,0.0,0
FS-1305,0.0,0.0,0.0,0.0,78.66666667,15.0,3.5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01666667,0.0,0.0,0.0,0
FS-2371,0.0,0.0,0.0,0.0,79.51949686,17.66666667,43.55555556,0.09433962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01886792,0.0,0.0,0.0,0
FS-2221,0.0,0.0,0.0,0.0,77.89090909,22.0,72.66666667,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04545455,0.0,0.0,0.0,0
FS-2535,0.0,0.0,0.0,0.0,81.03870968,15.5,25.25,0.11290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01612903,0.0,0.0,0.0,2
FS-1777,0.0,0.0,0.0,0.0,74.95757576,14.66666667,20.22222222,0.06818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-0090,0.0,0.0,0.0,0.0,69.15833333,21.33333333,104.22222222,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-2787,0.0,0.0,0.0,0.0,75.76761905,16.8,28.16,0.08333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01190476,0.98809524,0.02380952,0.0,0.0,0.0,0
FS-0716,0.0,0.0,0.0,0.0,71.31724138,14.5,29.25,0.15517241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03448276,0.0,0.0,0.0,2
FS-0657,0.0,0.0,0.0,0.0,70.96315789,14.25,21.1875,0.12280702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03508772,0.0,0.0,0.0,2
FS-0637,0.0,0.0,0.0,0.0,76.03809524,18.66666667,29.55555556,0.07142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571429,0.96428571,0.0,0.0,0.0,0.0,0
FS-2686,0.0,0.0,0.0,0.0,75.87741935,15.5,2.25,0.06451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01612903,0.0,0.0,0.0,2
FS-1271,0.0,0.0,0.0,0.0,70.16296296,18.0,0.66666667,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01851852,0.0,0.0,0.0,0
FS-1998,0.0,0.0,0.0,0.0,72.05454545,16.5,6.75,0.09090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606,0.93939394,0.01515152,0.0,0.0,0.0,0
FS-0349,0.0,0.0,0.0,0.0,76.0,20.0,4.66666667,0.11666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01666667,0.0,0.0,0.0,0
FS-2959,0.0,0.0,0.0,0.0,74.99119497,17.66666667,5.55555556,0.16981132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03773585,0.0,0.0,0.0,2
FS-2661,0.0,0.0,0.0,0.0,72.85906542,21.4,56.64,0.07476636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00934579,0.0,0.0,0.0,0
FS-0161,0.0,0.0,0.0,0.0,71.64444444,18.0,12.5,0.08333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-1878,0.0,0.0,0.0,0.0,76.55074627,16.75,22.1875,0.11940299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01492537,0.0,0.0,0.0,0
FS-1216,0.0,0.0,0.0,0.0,71.03809524,18.66666667,38.22222222,0.03571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-0661,0.0,0.0,0.0,0.0,78.47179487,17.33333333,29.55555556,0.09615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01923077,0.0,0.0,0.0,0
FS-1715,0.0,0.0,0.0,0.0,73.95942029,15.33333333,38.22222222,0.13043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02173913,0.0,0.0,0.0,0
FS-1954,0.0,0.0,0.0,0.0,72.09411765,17.0,12.5,0.08823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01470588,0.0,0.0,0.0,0
FS-2722,0.0,0.0,0.0,0.0,76.01333333,19.2,28.56,0.07291667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02083333,0.0,0.0,0.0,0
FS-0717,0.0,0.0,0.0,0.0,72.05128205,21.66666667,4.22222222,0.07692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-1594,0.0,0.0,0.0,0.0,77.025,16.0,17.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.015625,0.0,0.0,0.0,0
FS-2092,0.0,0.0,0.0,0.0,74.47878788,16.5,62.75,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01515152,0.98484848,0.03030303,0.0,0.0,0.0,2
FS-2512,0.0,0.0,0.0,0.0,79.47407407,13.5,22.25,0.07407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-2701,0.0,0.0,0.0,0.0,74.10666667,18.6,19.44,0.04301075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01075269,0.98924731,0.0,0.0,0.0,0.0,0
FS-2495,0.0,0.0,0.0,0.0,77.79267606,14.2,10.16,0.09859155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01408451,0.0,0.0,0.0,2
FS-0891,0.0,0.0,0.0,0.0,68.9,16.0,26.0,0.14583333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02083333,0.0,0.0,0.0,0
FS-1243,0.0,0.0,0.0,0.0,71.68181818,13.75,6.1875,0.10909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01818182,0.0,0.0,0.0,0
FS-2559,0.0,0.0,0.0,0.0,82.74285714,14.0,10.5,0.10714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-1977,0.0,0.0,0.0,0.0,72.96666667,15.75,41.1875,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-0347,0.0,0.0,0.0,0.0,68.0,20.0,72.66666667,0.03333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-1633,0.0,0.0,0.0,0.0,69.7726776,20.33333333,64.88888889,0.19672131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344,0.98360656,0.06557377,0.0,0.0,0.0,0
FS-0172,0.0,0.0,0.0,0.0,72.34615385,16.25,48.6875,0.13846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03076923,0.0,0.0,0.0,2
FS-2935,0.0,0.0,0.0,0.0,73.65362637,18.2,17.36,0.02197802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01098901,0.0,0.0,0.0,0
FS-2450,0.0,0.0,0.0,0.0,82.04353741,16.33333333,19.88888889,0.03061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-2517,0.0,0.0,0.0,0.0,71.6968254,15.75,6.6875,0.19047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04761905,0.0,0.0,0.0,2
FS-2946,0.0,0.0,0.0,0.0,76.65833333,21.33333333,26.88888889,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-2335,0.0,0.0,0.0,0.0,77.74285714,14.0,0.5,0.16071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01785714,0.0,0.0,0.0,2
FS-0778,0.0,0.0,0.0,0.0,73.13636364,13.75,13.6875,0.18181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03636364,0.0,0.0,0.0,2
FS-0629,0.0,0.0,0.0,0.0,74.60740741,18.0,24.0,0.14814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01851852,0.0,0.0,0.0,2
FS-0616,0.0,0.0,0.0,0.0,68.45714286,14.0,4.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03571429,0.0,0.0,0.0,0
FS-1159,0.0,0.0,0.0,0.0,70.87511737,23.66666667,8.22222222,0.11267606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01408451,0.0,0.0,0.0,0
FS-1028,0.0,0.0,0.0,0.0,67.80546448,20.33333333,6.22222222,0.13114754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03278689,0.0,0.0,0.0,0
FS-0779,0.0,0.0,0.0,0.0,65.13636364,13.75,11.6875,0.10909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01818182,0.0,0.0,0.0,2
FS-1055,0.0,0.0,0.0,0.0,75.81261261,24.66666667,40.22222222,0.08108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01351351,0.0,0.0,0.0,0
FS-0281,0.0,0.0,0.0,0.0,69.7081761,17.66666667,4.22222222,0.0754717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01886792,0.0,0.0,0.0,0
FS-2285,0.0,0.0,0.0,0.0,78.76477987,17.66666667,22.22222222,0.13207547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01886792,0.0,0.0,0.0,0
FS-1102,0.0,0.0,0.0,0.0,80.58245614,19.0,6.0,0.10526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01754386,0.0,0.0,0.0,2
FS-1854,0.0,0.0,0.0,0.0,72.46981132,13.25,2.1875,0.11320755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
FS-0944,0.0,0.0,0.0,0.0,75.46666667,22.0,16.66666667,0.06060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01515152,0.0,0.0,0.0,0
FS-1937,0.0,0.0,0.0,0.0,74.0,20.0,4.66666667,0.06666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
FS-2314,0.0,0.0,0.0,0.0,81.28421053,19.0,66.66666667,0.07017544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01754386,0.0,0.0,0.0,0
FS-1235,0.0,0.0,0.0,0.0,95.5122449,12.25,14.1875,0.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02040816,0.0,0.0,0.0,0
FS-0026,0.0,0.0,0.0,0.0,71.31724138,14.5,31.25,0.12068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01724138,0.0,0.0,0.0,2
FS-1053,0.0,0.0,0.0,0.0,80.50434783,23.0,8.0,0.13043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02898551,0.0,0.0,0.0,0
FS-1279,0.0,0.0,0.0,0.0,73.47692308,26.0,25.0,0.13461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03846154,0.96153846,0.01923077,0.0,0.0,0.0,0
FS-1022,0.0,0.0,0.0,0.0,76.69885057,19.33333333,16.88888889,0.12068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01724138,0.0,0.0,0.0,0
FS-2640,0.0,0.0,0.0,0.0,72.3967033,22.75,44.1875,0.03296703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01098901,0.0,0.0,0.0,0
FS-0516,0.0,0.0,0.0,0.0,66.48965517,14.5,7.25,0.12068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01724138,0.98275862,0.01724138,0.0,0.0,0.0,0
FS-2753,0.0,0.0,0.0,0.0,78.78607595,19.75,20.1875,0.03797468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01265823,0.0,0.0,0.0,0
FS-1381,0.0,0.0,0.0,0.0,80.0,20.0,32.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01666667,0.0,0.0,0.0,0
FS-1394,0.0,0.0,0.0,0.0,64.61044776,16.75,8.6875,0.05970149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01492537,0.0,0.0,0.0,0
FS-1493,0.0,0.0,0.0,0.0,72.80740741,13.5,6.25,0.18518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03703704,0.0,0.0,0.0,2
